poly_ID,poly_SMI,dimer,quadmer,octamer,EA,IP
1_225,c1cc2ccc3cccc4ccc(c1)c2c34.Nc1cccnc1,Nc1ccc(-c2cc3ccc4cccc5ccc(c2)c3c45)nc1,Nc1ccc(-c2cc3ccc4cc(-c5nc(-c6cc7ccc8cccc9ccc(c6)c7c89)ccc5N)cc5ccc(c2)c3c45)nc1,Nc1ccc(-c2cc3ccc4cc(-c5nc(-c6cc7ccc8cc(-c9nc(-c%10cc%11ccc%12cc(-c%13nc(-c%14cc%15ccc%16cccc%17ccc(c%14)c%15c%16%17)ccc%13N)cc%13ccc(c%10)c%11c%12%13)ccc9N)cc9ccc(c6)c7c89)ccc5N)cc5ccc(c2)c3c45)nc1,-2.995091566,1.058647091
1_226,c1cc2ccc3cccc4ccc(c1)c2c34.Oc1ccc2ccccc2c1-c1c(O)ccc2ccccc12,Oc1ccc2ccccc2c1-c1c(O)ccc2cc(-c3cc4ccc5cccc6ccc(c3)c4c56)ccc12,Oc1ccc2ccccc2c1-c1c(O)ccc2cc(-c3cc4ccc5cc(-c6ccc7c(-c8c(O)ccc9cc(-c%10cc%11ccc%12cccc%13ccc(c%10)c%11c%12%13)ccc89)c(O)ccc7c6)cc6ccc(c3)c4c56)ccc12,Oc1ccc2ccccc2c1-c1c(O)ccc2cc(-c3cc4ccc5cc(-c6ccc7c(-c8c(O)ccc9cc(-c%10cc%11ccc%12cc(-c%13ccc%14c(-c%15c(O)ccc%16cc(-c%17cc%18ccc%19cc(-c%20ccc%21c(-c%22c(O)ccc%23cc(-c%24cc%25ccc%26cccc%27ccc(c%24)c%25c%26%27)ccc%22%23)c(O)ccc%21c%20)cc%20ccc(c%17)c%18c%19%20)ccc%15%16)c(O)ccc%14c%13)cc%13ccc(c%10)c%11c%12%13)ccc89)c(O)ccc7c6)cc6ccc(c3)c4c56)ccc12,-2.78484404,1.318803931
1_227,c1cc2ccc3cccc4ccc(c1)c2c34.COC(=O)c1ccccc1,COC(=O)c1ccccc1-c1cc2ccc3cccc4ccc(c1)c2c34,COC(=O)c1ccccc1-c1cc2ccc3cc(-c4cccc(-c5cc6ccc7cccc8ccc(c5)c6c78)c4C(=O)OC)cc4ccc(c1)c2c34,COC(=O)c1ccccc1-c1cc2ccc3cc(-c4cccc(-c5cc6ccc7cc(-c8cccc(-c9cc%10ccc%11cc(-c%12cccc(-c%13cc%14ccc%15cccc%16ccc(c%13)c%14c%15%16)c%12C(=O)OC)cc%12ccc(c9)c%10c%11%12)c8C(=O)OC)cc8ccc(c5)c6c78)c4C(=O)OC)cc4ccc(c1)c2c34,-2.645105161,1.544574313
1_228,c1cc2ccc3cccc4ccc(c1)c2c34.c1cnc2ncccc2c1,c1cnc2ncc(-c3cc4ccc5cccc6ccc(c3)c4c56)cc2c1,c1cnc2ncc(-c3cc4ccc5cc(-c6nc7ncccc7cc6-c6cc7ccc8cccc9ccc(c6)c7c89)cc6ccc(c3)c4c56)cc2c1,c1cnc2ncc(-c3cc4ccc5cc(-c6nc7ncccc7cc6-c6cc7ccc8cc(-c9nc%10ncccc%10cc9-c9cc%10ccc%11cc(-c%12nc%13ncccc%13cc%12-c%12cc%13ccc%14cccc%15ccc(c%12)c%13c%14%15)cc%12ccc(c9)c%10c%11%12)cc9ccc(c6)c7c89)cc6ccc(c3)c4c56)cc2c1,-2.443379521,1.4722621
1_229,c1cc2ccc3cccc4ccc(c1)c2c34.OCc1cccnc1,OCc1ccc(-c2cc3ccc4cccc5ccc(c2)c3c45)nc1,OCc1ccc(-c2cc3ccc4cc(-c5nc(-c6cc7ccc8cccc9ccc(c6)c7c89)ccc5CO)cc5ccc(c2)c3c45)nc1,OCc1ccc(-c2cc3ccc4cc(-c5nc(-c6cc7ccc8cc(-c9nc(-c%10cc%11ccc%12cc(-c%13nc(-c%14cc%15ccc%16cccc%17ccc(c%14)c%15c%16%17)ccc%13CO)cc%13ccc(c%10)c%11c%12%13)ccc9CO)cc9ccc(c6)c7c89)ccc5CO)cc5ccc(c2)c3c45)nc1,-2.832799438,1.375699579
1_230,c1cc2ccc3cccc4ccc(c1)c2c34.Cc1ccc(N)cc1Cl,Cc1cc(-c2cc3ccc4cccc5ccc(c2)c3c45)c(N)cc1Cl,Cc1cc(-c2cc3ccc4cc(-c5c(N)c(-c6cc7ccc8cccc9ccc(c6)c7c89)cc(C)c5Cl)cc5ccc(c2)c3c45)c(N)cc1Cl,Cc1cc(-c2cc3ccc4cc(-c5c(N)c(-c6cc7ccc8cc(-c9c(N)c(-c%10cc%11ccc%12cc(-c%13c(N)c(-c%14cc%15ccc%16cccc%17ccc(c%14)c%15c%16%17)cc(C)c%13Cl)cc%13ccc(c%10)c%11c%12%13)cc(C)c9Cl)cc9ccc(c6)c7c89)cc(C)c5Cl)cc5ccc(c2)c3c45)c(N)cc1Cl,-2.831435288,1.235395341
1_231,c1cc2ccc3cccc4ccc(c1)c2c34.c1ccc2c(c1)[nH]c1ccccc12,c1cc2ccc3cc(-c4ccc5c(c4)[nH]c4ccccc45)cc4ccc(c1)c2c34,c1cc2ccc3cc(-c4ccc5c(c4)[nH]c4cc(-c6cc7ccc8cc(-c9ccc%10c(c9)[nH]c9ccccc9%10)cc9ccc(c6)c7c89)ccc45)cc4ccc(c1)c2c34,c1cc2ccc3cc(-c4ccc5c(c4)[nH]c4cc(-c6cc7ccc8cc(-c9ccc%10c(c9)[nH]c9cc(-c%11cc%12ccc%13cc(-c%14ccc%15c(c%14)[nH]c%14cc(-c%16cc%17ccc%18cc(-c%19ccc%20c(c%19)[nH]c%19ccccc%19%20)cc%19ccc(c%16)c%17c%18%19)ccc%14%15)cc%14ccc(c%11)c%12c%13%14)ccc9%10)cc9ccc(c6)c7c89)ccc45)cc4ccc(c1)c2c34,-2.946670948,1.201298276
1_232,c1cc2ccc3cccc4ccc(c1)c2c34.c1cncnc1,c1cc2ccc3cc(-c4ccncn4)cc4ccc(c1)c2c34,c1cc2ccc3cc(-c4ccnc(-c5cc6ccc7cc(-c8ccncn8)cc8ccc(c5)c6c78)n4)cc4ccc(c1)c2c34,c1cc2ccc3cc(-c4ccnc(-c5cc6ccc7cc(-c8ccnc(-c9cc%10ccc%11cc(-c%12ccnc(-c%13cc%14ccc%15cc(-c%16ccncn%16)cc%16ccc(c%13)c%14c%15%16)n%12)cc%12ccc(c9)c%10c%11%12)n8)cc8ccc(c5)c6c78)n4)cc4ccc(c1)c2c34,-2.650933551,1.416914871
1_233,c1cc2ccc3cccc4ccc(c1)c2c34.c1ccc2ncncc2c1,c1ccc2nc(-c3cc4ccc5cccc6ccc(c3)c4c56)ncc2c1,c1ccc2nc(-c3cc4ccc5cc(-c6ccc7nc(-c8cc9ccc%10cccc%11ccc(c8)c9c%10%11)ncc7c6)cc6ccc(c3)c4c56)ncc2c1,c1ccc2nc(-c3cc4ccc5cc(-c6ccc7nc(-c8cc9ccc%10cc(-c%11ccc%12nc(-c%13cc%14ccc%15cc(-c%16ccc%17nc(-c%18cc%19ccc%20cccc%21ccc(c%18)c%19c%20%21)ncc%17c%16)cc%16ccc(c%13)c%14c%15%16)ncc%12c%11)cc%11ccc(c8)c9c%10%11)ncc7c6)cc6ccc(c3)c4c56)ncc2c1,-2.427775116,1.394264051
1_234,c1cc2ccc3cccc4ccc(c1)c2c34.c1ccc2c(c1)CCO2,c1cc2c(c(-c3cc4ccc5cccc6ccc(c3)c4c56)c1)OCC2,c1cc2c(c(-c3cc4ccc5cc(-c6cc7c(c(-c8cc9ccc%10cccc%11ccc(c8)c9c%10%11)c6)OCC7)cc6ccc(c3)c4c56)c1)OCC2,c1cc2c(c(-c3cc4ccc5cc(-c6cc7c(c(-c8cc9ccc%10cc(-c%11cc%12c(c(-c%13cc%14ccc%15cc(-c%16cc%17c(c(-c%18cc%19ccc%20cccc%21ccc(c%18)c%19c%20%21)c%16)OCC%17)cc%16ccc(c%13)c%14c%15%16)c%11)OCC%12)cc%11ccc(c8)c9c%10%11)c6)OCC7)cc6ccc(c3)c4c56)c1)OCC2,-2.855563585,1.318958743
1_235,c1cc2ccc3cccc4ccc(c1)c2c34.O=C(O)Cc1ccccc1,O=C(O)Cc1ccccc1-c1cc2ccc3cccc4ccc(c1)c2c34,O=C(O)Cc1ccccc1-c1cc2ccc3cc(-c4ccc(-c5cc6ccc7cccc8ccc(c5)c6c78)c(CC(=O)O)c4)cc4ccc(c1)c2c34,O=C(O)Cc1ccccc1-c1cc2ccc3cc(-c4ccc(-c5cc6ccc7cc(-c8ccc(-c9cc%10ccc%11cc(-c%12ccc(-c%13cc%14ccc%15cccc%16ccc(c%13)c%14c%15%16)c(CC(=O)O)c%12)cc%12ccc(c9)c%10c%11%12)c(CC(=O)O)c8)cc8ccc(c5)c6c78)c(CC(=O)O)c4)cc4ccc(c1)c2c34,-2.737129577,1.44986973
1_236,c1cc2ccc3cccc4ccc(c1)c2c34.Nc1cccc(Cl)c1Cl,Nc1ccc(-c2cc3ccc4cccc5ccc(c2)c3c45)c(Cl)c1Cl,Nc1ccc(-c2cc3ccc4cc(-c5cc(-c6cc7ccc8cccc9ccc(c6)c7c89)c(Cl)c(Cl)c5N)cc5ccc(c2)c3c45)c(Cl)c1Cl,Nc1ccc(-c2cc3ccc4cc(-c5cc(-c6cc7ccc8cc(-c9cc(-c%10cc%11ccc%12cc(-c%13cc(-c%14cc%15ccc%16cccc%17ccc(c%14)c%15c%16%17)c(Cl)c(Cl)c%13N)cc%13ccc(c%10)c%11c%12%13)c(Cl)c(Cl)c9N)cc9ccc(c6)c7c89)c(Cl)c(Cl)c5N)cc5ccc(c2)c3c45)c(Cl)c1Cl,-2.748515231,1.356377962
1_237,c1cc2ccc3cccc4ccc(c1)c2c34.COC(=O)c1ccccc1,COC(=O)c1ccccc1-c1cc2ccc3cccc4ccc(c1)c2c34,COC(=O)c1ccccc1-c1cc2ccc3cc(-c4ccc(C(=O)OC)c(-c5cc6ccc7cccc8ccc(c5)c6c78)c4)cc4ccc(c1)c2c34,COC(=O)c1ccccc1-c1cc2ccc3cc(-c4ccc(C(=O)OC)c(-c5cc6ccc7cc(-c8ccc(C(=O)OC)c(-c9cc%10ccc%11cc(-c%12ccc(C(=O)OC)c(-c%13cc%14ccc%15cccc%16ccc(c%13)c%14c%15%16)c%12)cc%12ccc(c9)c%10c%11%12)c8)cc8ccc(c5)c6c78)c4)cc4ccc(c1)c2c34,-2.681610779,1.511346365
1_238,c1cc2ccc3cccc4ccc(c1)c2c34.O=Cc1ccc(C=O)cc1,O=Cc1ccc(C=O)c(-c2cc3ccc4cccc5ccc(c2)c3c45)c1,O=Cc1ccc(C=O)c(-c2cc3ccc4cc(-c5cc(C=O)c(-c6cc7ccc8cccc9ccc(c6)c7c89)cc5C=O)cc5ccc(c2)c3c45)c1,O=Cc1ccc(C=O)c(-c2cc3ccc4cc(-c5cc(C=O)c(-c6cc7ccc8cc(-c9cc(C=O)c(-c%10cc%11ccc%12cc(-c%13cc(C=O)c(-c%14cc%15ccc%16cccc%17ccc(c%14)c%15c%16%17)cc%13C=O)cc%13ccc(c%10)c%11c%12%13)cc9C=O)cc9ccc(c6)c7c89)cc5C=O)cc5ccc(c2)c3c45)c1,-1.846154061,1.634817748
1_239,c1cc2ccc3cccc4ccc(c1)c2c34.Cc1ccc(-c2ccc3ccccc3n2)cc1,Cc1ccc(-c2ccc3cccc(-c4cc5ccc6cccc7ccc(c4)c5c67)c3n2)cc1,Cc1ccc(-c2ccc3cccc(-c4cc5ccc6cc(-c7cc(-c8cc9ccc%10cccc%11ccc(c8)c9c%10%11)c8nc(-c9ccc(C)cc9)ccc8c7)cc7ccc(c4)c5c67)c3n2)cc1,Cc1ccc(-c2ccc3cccc(-c4cc5ccc6cc(-c7cc(-c8cc9ccc%10cc(-c%11cc(-c%12cc%13ccc%14cc(-c%15cc(-c%16cc%17ccc%18cccc%19ccc(c%16)c%17c%18%19)c%16nc(-c%17ccc(C)cc%17)ccc%16c%15)cc%15ccc(c%12)c%13c%14%15)c%12nc(-c%13ccc(C)cc%13)ccc%12c%11)cc%11ccc(c8)c9c%10%11)c8nc(-c9ccc(C)cc9)ccc8c7)cc7ccc(c4)c5c67)c3n2)cc1,-2.660998991,1.343473278
1_240,c1cc2ccc3cccc4ccc(c1)c2c34.Fc1cc(F)cc(F)c1,Fc1cc(F)c(-c2cc3ccc4cccc5ccc(c2)c3c45)c(F)c1,Fc1cc(F)c(-c2cc3ccc4cc(-c5c(F)cc(F)c(-c6cc7ccc8cccc9ccc(c6)c7c89)c5F)cc5ccc(c2)c3c45)c(F)c1,Fc1cc(F)c(-c2cc3ccc4cc(-c5c(F)cc(F)c(-c6cc7ccc8cc(-c9c(F)cc(F)c(-c%10cc%11ccc%12cc(-c%13c(F)cc(F)c(-c%14cc%15ccc%16cccc%17ccc(c%14)c%15c%16%17)c%13F)cc%13ccc(c%10)c%11c%12%13)c9F)cc9ccc(c6)c7c89)c5F)cc5ccc(c2)c3c45)c(F)c1,-2.702469076,1.508125184
1_241,c1cc2ccc3cccc4ccc(c1)c2c34.COC(=O)c1ncccc1O,COC(=O)c1nccc(-c2cc3ccc4cccc5ccc(c2)c3c45)c1O,COC(=O)c1nccc(-c2cc3ccc4cc(-c5cc(-c6cc7ccc8cccc9ccc(c6)c7c89)c(O)c(C(=O)OC)n5)cc5ccc(c2)c3c45)c1O,COC(=O)c1nccc(-c2cc3ccc4cc(-c5cc(-c6cc7ccc8cc(-c9cc(-c%10cc%11ccc%12cc(-c%13cc(-c%14cc%15ccc%16cccc%17ccc(c%14)c%15c%16%17)c(O)c(C(=O)OC)n%13)cc%13ccc(c%10)c%11c%12%13)c(O)c(C(=O)OC)n9)cc9ccc(c6)c7c89)c(O)c(C(=O)OC)n5)cc5ccc(c2)c3c45)c1O,-2.567427098,1.513234562
1_242,c1cc2ccc3cccc4ccc(c1)c2c34.Cc1ccccc1,Cc1ccccc1-c1cc2ccc3cccc4ccc(c1)c2c34,Cc1ccccc1-c1cc2ccc3cc(-c4ccc(-c5cc6ccc7cccc8ccc(c5)c6c78)c(C)c4)cc4ccc(c1)c2c34,Cc1ccccc1-c1cc2ccc3cc(-c4ccc(-c5cc6ccc7cc(-c8ccc(-c9cc%10ccc%11cc(-c%12ccc(-c%13cc%14ccc%15cccc%16ccc(c%13)c%14c%15%16)c(C)c%12)cc%12ccc(c9)c%10c%11%12)c(C)c8)cc8ccc(c5)c6c78)c(C)c4)cc4ccc(c1)c2c34,-2.84898347,1.34720142
1_243,c1cc2ccc3cccc4ccc(c1)c2c34.Nc1cc(Cl)ccc1F,Nc1cc(Cl)c(-c2cc3ccc4cccc5ccc(c2)c3c45)cc1F,Nc1cc(Cl)c(-c2cc3ccc4cc(-c5c(N)c(F)cc(-c6cc7ccc8cccc9ccc(c6)c7c89)c5Cl)cc5ccc(c2)c3c45)cc1F,Nc1cc(Cl)c(-c2cc3ccc4cc(-c5c(N)c(F)cc(-c6cc7ccc8cc(-c9c(N)c(F)cc(-c%10cc%11ccc%12cc(-c%13c(N)c(F)cc(-c%14cc%15ccc%16cccc%17ccc(c%14)c%15c%16%17)c%13Cl)cc%13ccc(c%10)c%11c%12%13)c9Cl)cc9ccc(c6)c7c89)c5Cl)cc5ccc(c2)c3c45)cc1F,-2.746109572,1.357648021
1_244,c1cc2ccc3cccc4ccc(c1)c2c34.c1ccc(COc2ccccc2)cc1,c1ccc(COc2ccccc2-c2cc3ccc4cccc5ccc(c2)c3c45)cc1,c1ccc(COc2ccccc2-c2cc3ccc4cc(-c5ccc(OCc6ccccc6)c(-c6cc7ccc8cccc9ccc(c6)c7c89)c5)cc5ccc(c2)c3c45)cc1,c1ccc(COc2ccccc2-c2cc3ccc4cc(-c5ccc(OCc6ccccc6)c(-c6cc7ccc8cc(-c9ccc(OCc%10ccccc%10)c(-c%10cc%11ccc%12cc(-c%13ccc(OCc%14ccccc%14)c(-c%14cc%15ccc%16cccc%17ccc(c%14)c%15c%16%17)c%13)cc%13ccc(c%10)c%11c%12%13)c9)cc9ccc(c6)c7c89)c5)cc5ccc(c2)c3c45)cc1,-2.842875305,1.37408526
1_245,c1cc2ccc3cccc4ccc(c1)c2c34.N#CCC(=O)Nc1ccccc1,N#CCC(=O)Nc1ccc(-c2cc3ccc4cccc5ccc(c2)c3c45)cc1,N#CCC(=O)Nc1ccc(-c2cc3ccc4cc(-c5cc(-c6cc7ccc8cccc9ccc(c6)c7c89)ccc5NC(=O)CC#N)cc5ccc(c2)c3c45)cc1,N#CCC(=O)Nc1ccc(-c2cc3ccc4cc(-c5cc(-c6cc7ccc8cc(-c9cc(-c%10cc%11ccc%12cc(-c%13cc(-c%14cc%15ccc%16cccc%17ccc(c%14)c%15c%16%17)ccc%13NC(=O)CC#N)cc%13ccc(c%10)c%11c%12%13)ccc9NC(=O)CC#N)cc9ccc(c6)c7c89)ccc5NC(=O)CC#N)cc5ccc(c2)c3c45)cc1,-2.767385512,1.433127443
1_246,c1cc2ccc3cccc4ccc(c1)c2c34.Cc1ccc(NCC(=O)NN)cc1,Cc1ccc(NCC(=O)NN)cc1-c1cc2ccc3cccc4ccc(c1)c2c34,Cc1ccc(NCC(=O)NN)cc1-c1cc2ccc3cc(-c4cc(NCC(=O)NN)cc(-c5cc6ccc7cccc8ccc(c5)c6c78)c4C)cc4ccc(c1)c2c34,Cc1ccc(NCC(=O)NN)cc1-c1cc2ccc3cc(-c4cc(NCC(=O)NN)cc(-c5cc6ccc7cc(-c8cc(NCC(=O)NN)cc(-c9cc%10ccc%11cc(-c%12cc(NCC(=O)NN)cc(-c%13cc%14ccc%15cccc%16ccc(c%13)c%14c%15%16)c%12C)cc%12ccc(c9)c%10c%11%12)c8C)cc8ccc(c5)c6c78)c4C)cc4ccc(c1)c2c34,-2.896290425,1.072727176
1_247,c1cc2ccc3cccc4ccc(c1)c2c34.c1ccc(-c2ccccn2)nc1,c1ccc(-c2cccc(-c3cc4ccc5cccc6ccc(c3)c4c56)n2)nc1,c1ccc(-c2cccc(-c3cc4ccc5cc(-c6cccc(-c7cccc(-c8cc9ccc%10cccc%11ccc(c8)c9c%10%11)n7)n6)cc6ccc(c3)c4c56)n2)nc1,c1ccc(-c2cccc(-c3cc4ccc5cc(-c6cccc(-c7cccc(-c8cc9ccc%10cc(-c%11cccc(-c%12cccc(-c%13cc%14ccc%15cc(-c%16cccc(-c%17cccc(-c%18cc%19ccc%20cccc%21ccc(c%18)c%19c%20%21)n%17)n%16)cc%16ccc(c%13)c%14c%15%16)n%12)n%11)cc%11ccc(c8)c9c%10%11)n7)n6)cc6ccc(c3)c4c56)n2)nc1,-2.868045629,1.315802966
1_248,c1cc2ccc3cccc4ccc(c1)c2c34.c1ccc(N2CCCCC2)cc1,c1cc(-c2cc3ccc4cccc5ccc(c2)c3c45)cc(N2CCCCC2)c1,c1cc(-c2cc3ccc4cc(-c5cc(-c6cc7ccc8cccc9ccc(c6)c7c89)cc(N6CCCCC6)c5)cc5ccc(c2)c3c45)cc(N2CCCCC2)c1,c1cc(-c2cc3ccc4cc(-c5cc(-c6cc7ccc8cc(-c9cc(-c%10cc%11ccc%12cc(-c%13cc(-c%14cc%15ccc%16cccc%17ccc(c%14)c%15c%16%17)cc(N%14CCCCC%14)c%13)cc%13ccc(c%10)c%11c%12%13)cc(N%10CCCCC%10)c9)cc9ccc(c6)c7c89)cc(N6CCCCC6)c5)cc5ccc(c2)c3c45)cc(N2CCCCC2)c1,-2.966614296,0.989053668
1_249,c1cc2ccc3cccc4ccc(c1)c2c34.c1ccsc1,c1cc2ccc3cc(-c4ccsc4)cc4ccc(c1)c2c34,c1cc2ccc3cc(-c4cscc4-c4cc5ccc6cc(-c7ccsc7)cc7ccc(c4)c5c67)cc4ccc(c1)c2c34,c1cc2ccc3cc(-c4cscc4-c4cc5ccc6cc(-c7cscc7-c7cc8ccc9cc(-c%10cscc%10-c%10cc%11ccc%12cc(-c%13ccsc%13)cc%13ccc(c%10)c%11c%12%13)cc%10ccc(c7)c8c9%10)cc7ccc(c4)c5c67)cc4ccc(c1)c2c34,-2.839556507,1.345036155
1_250,c1cc2ccc3cccc4ccc(c1)c2c34.COc1ccccc1OC,COc1ccc(-c2cc3ccc4cccc5ccc(c2)c3c45)cc1OC,COc1ccc(-c2cc3ccc4cc(-c5cc(OC)c(OC)cc5-c5cc6ccc7cccc8ccc(c5)c6c78)cc5ccc(c2)c3c45)cc1OC,COc1ccc(-c2cc3ccc4cc(-c5cc(OC)c(OC)cc5-c5cc6ccc7cc(-c8cc(OC)c(OC)cc8-c8cc9ccc%10cc(-c%11cc(OC)c(OC)cc%11-c%11cc%12ccc%13cccc%14ccc(c%11)c%12c%13%14)cc%11ccc(c8)c9c%10%11)cc8ccc(c5)c6c78)cc5ccc(c2)c3c45)cc1OC,-2.830573421,1.294919726
1_251,c1cc2ccc3cccc4ccc(c1)c2c34.c1cnc2cccnc2c1,c1cc2ccc3cc(-c4cnc5cccnc5c4)cc4ccc(c1)c2c34,c1cc2ccc3cc(-c4cnc5cc(-c6cc7ccc8cc(-c9cnc%10cccnc%10c9)cc9ccc(c6)c7c89)cnc5c4)cc4ccc(c1)c2c34,c1cc2ccc3cc(-c4cnc5cc(-c6cc7ccc8cc(-c9cnc%10cc(-c%11cc%12ccc%13cc(-c%14cnc%15cc(-c%16cc%17ccc%18cc(-c%19cnc%20cccnc%20c%19)cc%19ccc(c%16)c%17c%18%19)cnc%15c%14)cc%14ccc(c%11)c%12c%13%14)cnc%10c9)cc9ccc(c6)c7c89)cnc5c4)cc4ccc(c1)c2c34,-2.474438122,1.446268695
1_252,c1cc2ccc3cccc4ccc(c1)c2c34.Fc1ccc(F)cc1,Fc1ccc(F)c(-c2cc3ccc4cccc5ccc(c2)c3c45)c1,Fc1ccc(F)c(-c2cc3ccc4cc(-c5cc(F)c(-c6cc7ccc8cccc9ccc(c6)c7c89)cc5F)cc5ccc(c2)c3c45)c1,Fc1ccc(F)c(-c2cc3ccc4cc(-c5cc(F)c(-c6cc7ccc8cc(-c9cc(F)c(-c%10cc%11ccc%12cc(-c%13cc(F)c(-c%14cc%15ccc%16cccc%17ccc(c%14)c%15c%16%17)cc%13F)cc%13ccc(c%10)c%11c%12%13)cc9F)cc9ccc(c6)c7c89)cc5F)cc5ccc(c2)c3c45)c1,-2.727831607,1.47303006
1_253,c1cc2ccc3cccc4ccc(c1)c2c34.Cc1ccc([N+](=O)[O-])cc1N,Cc1ccc([N+](=O)[O-])c(-c2cc3ccc4cccc5ccc(c2)c3c45)c1N,Cc1ccc([N+](=O)[O-])c(-c2cc3ccc4cc(-c5cc(C)c(N)c(-c6cc7ccc8cccc9ccc(c6)c7c89)c5[N+](=O)[O-])cc5ccc(c2)c3c45)c1N,Cc1ccc([N+](=O)[O-])c(-c2cc3ccc4cc(-c5cc(C)c(N)c(-c6cc7ccc8cc(-c9cc(C)c(N)c(-c%10cc%11ccc%12cc(-c%13cc(C)c(N)c(-c%14cc%15ccc%16cccc%17ccc(c%14)c%15c%16%17)c%13[N+](=O)[O-])cc%13ccc(c%10)c%11c%12%13)c9[N+](=O)[O-])cc9ccc(c6)c7c89)c5[N+](=O)[O-])cc5ccc(c2)c3c45)c1N,-2.331666587,1.405619761
1_254,c1cc2ccc3cccc4ccc(c1)c2c34.COCCOc1ccccc1,COCCOc1ccccc1-c1cc2ccc3cccc4ccc(c1)c2c34,COCCOc1ccccc1-c1cc2ccc3cc(-c4ccc(OCCOC)c(-c5cc6ccc7cccc8ccc(c5)c6c78)c4)cc4ccc(c1)c2c34,COCCOc1ccccc1-c1cc2ccc3cc(-c4ccc(OCCOC)c(-c5cc6ccc7cc(-c8ccc(OCCOC)c(-c9cc%10ccc%11cc(-c%12ccc(OCCOC)c(-c%13cc%14ccc%15cccc%16ccc(c%13)c%14c%15%16)c%12)cc%12ccc(c9)c%10c%11%12)c8)cc8ccc(c5)c6c78)c4)cc4ccc(c1)c2c34,-2.827304901,1.379816169
1_255,c1cc2ccc3cccc4ccc(c1)c2c34.Cc1ccccn1,Cc1ncccc1-c1cc2ccc3cccc4ccc(c1)c2c34,Cc1ncccc1-c1cc2ccc3cc(-c4cnc(C)c(-c5cc6ccc7cccc8ccc(c5)c6c78)c4)cc4ccc(c1)c2c34,Cc1ncccc1-c1cc2ccc3cc(-c4cnc(C)c(-c5cc6ccc7cc(-c8cnc(C)c(-c9cc%10ccc%11cc(-c%12cnc(C)c(-c%13cc%14ccc%15cccc%16ccc(c%13)c%14c%15%16)c%12)cc%12ccc(c9)c%10c%11%12)c8)cc8ccc(c5)c6c78)c4)cc4ccc(c1)c2c34,-2.778649287,1.427261152
1_256,c1cc2ccc3cccc4ccc(c1)c2c34.Nc1ccncc1N,Nc1ccnc(-c2cc3ccc4cccc5ccc(c2)c3c45)c1N,Nc1ccnc(-c2cc3ccc4cc(-c5cnc(-c6cc7ccc8cccc9ccc(c6)c7c89)c(N)c5N)cc5ccc(c2)c3c45)c1N,Nc1ccnc(-c2cc3ccc4cc(-c5cnc(-c6cc7ccc8cc(-c9cnc(-c%10cc%11ccc%12cc(-c%13cnc(-c%14cc%15ccc%16cccc%17ccc(c%14)c%15c%16%17)c(N)c%13N)cc%13ccc(c%10)c%11c%12%13)c(N)c9N)cc9ccc(c6)c7c89)c(N)c5N)cc5ccc(c2)c3c45)c1N,-2.986211969,0.98805765
1_257,c1cc2ccc3cccc4ccc(c1)c2c34.CC(C)(C)OC(=O)n1ccc2ccccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cc4ccc5cccc6ccc(c3)c4c56)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cc4ccc5cc(-c6cn(C(=O)OC(C)(C)C)c7ccc(-c8cc9ccc%10cccc%11ccc(c8)c9c%10%11)cc67)cc6ccc(c3)c4c56)ccc21,CC(C)(C)OC(=O)n1ccc2cc(-c3cc4ccc5cc(-c6cn(C(=O)OC(C)(C)C)c7ccc(-c8cc9ccc%10cc(-c%11cn(C(=O)OC(C)(C)C)c%12ccc(-c%13cc%14ccc%15cc(-c%16cn(C(=O)OC(C)(C)C)c%17ccc(-c%18cc%19ccc%20cccc%21ccc(c%18)c%19c%20%21)cc%16%17)cc%16ccc(c%13)c%14c%15%16)cc%11%12)cc%11ccc(c8)c9c%10%11)cc67)cc6ccc(c3)c4c56)ccc21,-2.854485189,1.368482757
1_258,c1cc2ccc3cccc4ccc(c1)c2c34.c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,c1ccc(-c2ccc(-c3ccc(-c4cc5ccc6cccc7ccc(c4)c5c67)cc3)cc2)cc1,c1ccc(-c2ccc(-c3ccc(-c4cc5ccc6cc(-c7ccc(-c8ccc(-c9ccc(-c%10cc%11ccc%12cccc%13ccc(c%10)c%11c%12%13)cc9)cc8)cc7)cc7ccc(c4)c5c67)cc3)cc2)cc1,c1ccc(-c2ccc(-c3ccc(-c4cc5ccc6cc(-c7ccc(-c8ccc(-c9ccc(-c%10cc%11ccc%12cc(-c%13ccc(-c%14ccc(-c%15ccc(-c%16cc%17ccc%18cc(-c%19ccc(-c%20ccc(-c%21ccc(-c%22cc%23ccc%24cccc%25ccc(c%22)c%23c%24%25)cc%21)cc%20)cc%19)cc%19ccc(c%16)c%17c%18%19)cc%15)cc%14)cc%13)cc%13ccc(c%10)c%11c%12%13)cc9)cc8)cc7)cc7ccc(c4)c5c67)cc3)cc2)cc1,-2.844890231,1.326120608
