poly_ID,monoA,monoB,poly_SMI,EA,IP
1_221,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Clc1cnc2c(Br)nc(Br)cn12,c1cc2ccc3cccc4ccc(c1)c2c34.Clc1cnc2cnccn12,-2.588992513,1.393636126
1_222,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Brc1cnc2[nH]cc(Br)c2n1,c1cc2ccc3cccc4ccc(c1)c2c34.c1cnc2[nH]ccc2n1,-2.820651627,1.239067261
1_223,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Nc1c(Br)cc(Br)cc1C(F)(F)F,c1cc2ccc3cccc4ccc(c1)c2c34.Nc1ccccc1C(F)(F)F,-2.834559317,1.266614595
1_224,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,CC(C)(C)C(=O)Nc1cc(Br)cc(Br)c1,c1cc2ccc3cccc4ccc(c1)c2c34.CC(C)(C)C(=O)Nc1ccccc1,-2.845753357,1.382594338
1_225,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Nc1ccc(Br)nc1Br,c1cc2ccc3cccc4ccc(c1)c2c34.Nc1cccnc1,-2.995091566,1.058647091
1_226,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Oc1ccc2cc(Br)ccc2c1-c1c(O)ccc2cc(Br)ccc12,c1cc2ccc3cccc4ccc(c1)c2c34.Oc1ccc2ccccc2c1-c1c(O)ccc2ccccc12,-2.78484404,1.318803931
1_227,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,COC(=O)c1c(Br)cccc1Br,c1cc2ccc3cccc4ccc(c1)c2c34.COC(=O)c1ccccc1,-2.645105161,1.544574313
1_228,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Brc1cc2cccnc2nc1Br,c1cc2ccc3cccc4ccc(c1)c2c34.c1cnc2ncccc2c1,-2.443379521,1.4722621
1_229,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,OCc1ccc(Br)nc1Br,c1cc2ccc3cccc4ccc(c1)c2c34.OCc1cccnc1,-2.832799438,1.375699579
1_230,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Cc1cc(Br)c(N)c(Br)c1Cl,c1cc2ccc3cccc4ccc(c1)c2c34.Cc1ccc(N)cc1Cl,-2.831435288,1.235395341
1_231,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Brc1ccc2c(c1)[nH]c1cc(Br)ccc12,c1cc2ccc3cccc4ccc(c1)c2c34.c1ccc2c(c1)[nH]c1ccccc12,-2.946670948,1.201298276
1_232,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Brc1ccnc(Br)n1,c1cc2ccc3cccc4ccc(c1)c2c34.c1cncnc1,-2.650933551,1.416914871
1_233,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Brc1ccc2nc(Br)ncc2c1,c1cc2ccc3cccc4ccc(c1)c2c34.c1ccc2ncncc2c1,-2.427775116,1.394264051
1_234,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Brc1cc(Br)c2c(c1)CCO2,c1cc2ccc3cccc4ccc(c1)c2c34.c1ccc2c(c1)CCO2,-2.855563585,1.318958743
1_235,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,O=C(O)Cc1cc(Br)ccc1Br,c1cc2ccc3cccc4ccc(c1)c2c34.O=C(O)Cc1ccccc1,-2.737129577,1.44986973
1_236,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Nc1c(Br)cc(Br)c(Cl)c1Cl,c1cc2ccc3cccc4ccc(c1)c2c34.Nc1cccc(Cl)c1Cl,-2.748515231,1.356377962
1_237,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,COC(=O)c1ccc(Br)cc1Br,c1cc2ccc3cccc4ccc(c1)c2c34.COC(=O)c1ccccc1,-2.681610779,1.511346365
1_238,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,O=Cc1cc(Br)c(C=O)cc1Br,c1cc2ccc3cccc4ccc(c1)c2c34.O=Cc1ccc(C=O)cc1,-1.846154061,1.634817748
1_239,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Cc1ccc(-c2ccc3cc(Br)cc(Br)c3n2)cc1,c1cc2ccc3cccc4ccc(c1)c2c34.Cc1ccc(-c2ccc3ccccc3n2)cc1,-2.660998991,1.343473278
1_240,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Fc1cc(F)c(Br)c(F)c1Br,c1cc2ccc3cccc4ccc(c1)c2c34.Fc1cc(F)cc(F)c1,-2.702469076,1.508125184
1_241,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,COC(=O)c1nc(Br)cc(Br)c1O,c1cc2ccc3cccc4ccc(c1)c2c34.COC(=O)c1ncccc1O,-2.567427098,1.513234562
1_242,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Cc1cc(Br)ccc1Br,c1cc2ccc3cccc4ccc(c1)c2c34.Cc1ccccc1,-2.84898347,1.34720142
1_243,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Nc1c(F)cc(Br)c(Cl)c1Br,c1cc2ccc3cccc4ccc(c1)c2c34.Nc1cc(Cl)ccc1F,-2.746109572,1.357648021
1_244,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Brc1ccc(OCc2ccccc2)c(Br)c1,c1cc2ccc3cccc4ccc(c1)c2c34.c1ccc(COc2ccccc2)cc1,-2.842875305,1.37408526
1_245,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,N#CCC(=O)Nc1ccc(Br)cc1Br,c1cc2ccc3cccc4ccc(c1)c2c34.N#CCC(=O)Nc1ccccc1,-2.767385512,1.433127443
1_246,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Cc1c(Br)cc(NCC(=O)NN)cc1Br,c1cc2ccc3cccc4ccc(c1)c2c34.Cc1ccc(NCC(=O)NN)cc1,-2.896290425,1.072727176
1_247,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Brc1cccc(-c2cccc(Br)n2)n1,c1cc2ccc3cccc4ccc(c1)c2c34.c1ccc(-c2ccccn2)nc1,-2.868045629,1.315802966
1_248,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Brc1cc(Br)cc(N2CCCCC2)c1,c1cc2ccc3cccc4ccc(c1)c2c34.c1ccc(N2CCCCC2)cc1,-2.966614296,0.989053668
1_249,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Brc1cscc1Br,c1cc2ccc3cccc4ccc(c1)c2c34.c1ccsc1,-2.839556507,1.345036155
1_250,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,COc1cc(Br)c(Br)cc1OC,c1cc2ccc3cccc4ccc(c1)c2c34.COc1ccccc1OC,-2.830573421,1.294919726
1_251,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Brc1cnc2cc(Br)cnc2c1,c1cc2ccc3cccc4ccc(c1)c2c34.c1cnc2cccnc2c1,-2.474438122,1.446268695
1_252,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Fc1cc(Br)c(F)cc1Br,c1cc2ccc3cccc4ccc(c1)c2c34.Fc1ccc(F)cc1,-2.727831607,1.47303006
1_253,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Cc1cc(Br)c([N+](=O)[O-])c(Br)c1N,c1cc2ccc3cccc4ccc(c1)c2c34.Cc1ccc([N+](=O)[O-])cc1N,-2.331666587,1.405619761
1_254,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,COCCOc1ccc(Br)cc1Br,c1cc2ccc3cccc4ccc(c1)c2c34.COCCOc1ccccc1,-2.827304901,1.379816169
1_255,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Cc1ncc(Br)cc1Br,c1cc2ccc3cccc4ccc(c1)c2c34.Cc1ccccn1,-2.778649287,1.427261152
1_256,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Nc1c(Br)cnc(Br)c1N,c1cc2ccc3cccc4ccc(c1)c2c34.Nc1ccncc1N,-2.986211969,0.98805765
1_257,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,CC(C)(C)OC(=O)n1cc(Br)c2cc(Br)ccc21,c1cc2ccc3cccc4ccc(c1)c2c34.CC(C)(C)OC(=O)n1ccc2ccccc21,-2.854485189,1.368482757
1_258,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Brc1ccc(-c2ccc(-c3ccc(Br)cc3)cc2)cc1,c1cc2ccc3cccc4ccc(c1)c2c34.c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-2.844890231,1.326120608
1_259,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,COC(=O)c1cc(Br)c(Br)[nH]1,c1cc2ccc3cccc4ccc(c1)c2c34.COC(=O)c1ccc[nH]1,-2.796323606,1.368356573
1_260,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,COc1c(Br)cc(Br)c(OC)c1C(=O)O,c1cc2ccc3cccc4ccc(c1)c2c34.COc1cccc(OC)c1C(=O)O,-2.652266037,1.548142171
1_261,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,N#Cc1c(N)c(Br)cc(Br)c1F,c1cc2ccc3cccc4ccc(c1)c2c34.N#Cc1c(N)cccc1F,-2.811797557,1.341993762
1_262,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,COc1c(Br)cnc(N)c1Br,c1cc2ccc3cccc4ccc(c1)c2c34.COc1ccnc(N)c1,-2.824744966,1.287199392
1_263,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,CC(C)Oc1c(Br)cc(F)cc1Br,c1cc2ccc3cccc4ccc(c1)c2c34.CC(C)Oc1ccc(F)cc1,-2.730762403,1.463728179
1_264,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Brc1ccc2n[nH]c(Br)c2c1,c1cc2ccc3cccc4ccc(c1)c2c34.c1ccc2n[nH]cc2c1,-2.82760757,1.231066915
1_265,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,O=C(O)c1c(F)cc(Br)cc1Br,c1cc2ccc3cccc4ccc(c1)c2c34.O=C(O)c1ccccc1F,-2.576567071,1.599455374
1_266,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Cn1cc(Br)c(=O)c(Br)c1,c1cc2ccc3cccc4ccc(c1)c2c34.Cn1ccc(=O)cc1,-2.912141272,1.26360702
1_267,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Cc1ccc(Br)c(C)c1Br,c1cc2ccc3cccc4ccc(c1)c2c34.Cc1cccc(C)c1,-2.817800236,1.380368105
1_268,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Fc1cc(Br)c2nsnc2c1Br,c1cc2ccc3cccc4ccc(c1)c2c34.Fc1ccc2nsnc2c1,-1.630000752,1.435210773
1_269,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,FC(F)(F)c1cc(Br)ccc1Br,c1cc2ccc3cccc4ccc(c1)c2c34.FC(F)(F)c1ccccc1,-2.73883104,1.455713211
1_270,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,O=Cc1sc(Br)nc1Br,c1cc2ccc3cccc4ccc(c1)c2c34.O=Cc1cncs1,-1.89696909,1.589825501
1_271,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Brc1ccnc(-c2cc(Br)ccn2)c1,c1cc2ccc3cccc4ccc(c1)c2c34.c1ccc(-c2ccccn2)nc1,-2.735424715,1.463153198
1_272,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Oc1c(Br)cc(Br)c2cccnc12,c1cc2ccc3cccc4ccc(c1)c2c34.Oc1cccc2cccnc12,-2.757769681,1.359800961
1_273,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,COc1c(Br)cc(Cl)cc1Br,c1cc2ccc3cccc4ccc(c1)c2c34.COc1ccc(Cl)cc1,-2.685759902,1.508039504
1_274,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Nc1nc(Cl)c(Br)nc1Br,c1cc2ccc3cccc4ccc(c1)c2c34.Nc1cncc(Cl)n1,-2.79655817,1.340994824
1_275,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Cc1sc(Br)c(C)c1Br,c1cc2ccc3cccc4ccc(c1)c2c34.Cc1csc(C)c1,-2.827159958,1.298682981
1_276,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Cc1cc(Br)cc(Br)c1F,c1cc2ccc3cccc4ccc(c1)c2c34.Cc1ccccc1F,-2.8053212,1.407474453
1_277,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Nc1c(Br)c(Cl)c(F)c(Cl)c1Br,c1cc2ccc3cccc4ccc(c1)c2c34.Nc1cc(Cl)c(F)c(Cl)c1,-2.66605547,1.475800585
1_278,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,O=C(Cl)c1cc(Br)c(C(=O)Cl)cc1Br,c1cc2ccc3cccc4ccc(c1)c2c34.O=C(Cl)c1ccc(C(=O)Cl)cc1,-1.66347495,1.769483731
1_279,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Brc1ccc2ccc3ccc(Br)nc3c2n1,c1cc2ccc3cccc4ccc(c1)c2c34.c1cnc2c(c1)ccc1cccnc12,-2.551115287,1.379248287
1_280,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Nc1c(Br)cc(OC(F)F)cc1Br,c1cc2ccc3cccc4ccc(c1)c2c34.Nc1ccc(OC(F)F)cc1,-2.828911334,1.206956212
1_281,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,O=C(O)c1cc(-c2ccccc2)nc2c(Br)cc(Br)cc12,c1cc2ccc3cccc4ccc(c1)c2c34.O=C(O)c1cc(-c2ccccc2)nc2ccccc12,-2.090953209,1.459793701
1_282,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,CCCCCCCCc1cc(Br)sc1Br,c1cc2ccc3cccc4ccc(c1)c2c34.CCCCCCCCc1ccsc1,-2.814209585,1.202246768
1_283,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,COC(=O)c1nc(Br)cnc1Br,c1cc2ccc3cccc4ccc(c1)c2c34.COC(=O)c1cnccn1,-2.302312207,1.562140099
1_284,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Fc1ccc(Br)c(F)c1Br,c1cc2ccc3cccc4ccc(c1)c2c34.Fc1cccc(F)c1,-2.755628455,1.456078145
1_285,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,O=[N+]([O-])c1cc(Br)c(F)c(Br)c1,c1cc2ccc3cccc4ccc(c1)c2c34.O=[N+]([O-])c1ccc(F)cc1,-1.82976316,1.594200354
1_286,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,NCc1c(Br)cccc1Br,c1cc2ccc3cccc4ccc(c1)c2c34.NCc1ccccc1,-2.876255645,1.312190502
1_287,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,[O-][n+]1cc(Br)cc(Br)c1,c1cc2ccc3cccc4ccc(c1)c2c34.[O-][n+]1ccccc1,-2.661123917,1.540158307
1_288,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,CC(Oc1ccc(Br)cc1Br)C(=O)O,c1cc2ccc3cccc4ccc(c1)c2c34.CC(Oc1ccccc1)C(=O)O,-2.783811899,1.420212435
1_289,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,COc1cc(Br)nc(Br)c1,c1cc2ccc3cccc4ccc(c1)c2c34.COc1ccncc1,-2.864879227,1.351417008
1_290,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Brc1ccc2c3ccc(Br)cc3c3ccccc3c2c1,c1cc2ccc3cccc4ccc(c1)c2c34.c1ccc2c(c1)c1ccccc1c1ccccc21,-2.83578814,1.3492694
1_291,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Fc1cc(Br)cc(Br)c1Cl,c1cc2ccc3cccc4ccc(c1)c2c34.Fc1ccccc1Cl,-2.667099413,1.533142678
1_292,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,FC(F)(F)Cc1cc(Br)cc(Br)c1,c1cc2ccc3cccc4ccc(c1)c2c34.FC(F)(F)Cc1ccccc1,-2.803647276,1.413580039
1_293,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Brc1ccc(Br)c2[nH]ncc12,c1cc2ccc3cccc4ccc(c1)c2c34.c1ccc2[nH]ncc2c1,-2.843190492,1.323758755
1_294,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,O=S1(=O)C(Br)=CC=C1Br,c1cc2ccc3cccc4ccc(c1)c2c34.O=S1(=O)C(Br)=CC=C1Br,-1.963118151,1.473560695
1_295,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Clc1c(Br)ccc(Br)c1Cl,c1cc2ccc3cccc4ccc(c1)c2c34.Clc1ccccc1Cl,-2.635655377,1.545613466
1_296,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Nc1nc2c(Br)cc(Br)cc2s1,c1cc2ccc3cccc4ccc(c1)c2c34.Nc1nc2ccccc2s1,-2.948666306,1.196248473
1_297,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,O=C(O)c1c(Br)c(O)cc(O)c1Br,c1cc2ccc3cccc4ccc(c1)c2c34.O=C(O)c1cc(O)cc(O)c1,-2.5910059,1.591841487
1_298,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Cc1c(Br)cncc1Br,c1cc2ccc3cccc4ccc(c1)c2c34.Cc1ccncc1,-2.766083602,1.432447472
1_299,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Cc1cc(N)c(Br)nc1Br,c1cc2ccc3cccc4ccc(c1)c2c34.Cc1cncc(N)c1,-2.976733482,1.112674235
1_300,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Cc1c(Br)cc(Br)c(N)c1C,c1cc2ccc3cccc4ccc(c1)c2c34.Cc1cccc(N)c1C,-2.929191862,1.093509713
1_301,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,O=[N+]([O-])c1c(Br)ccnc1Br,c1cc2ccc3cccc4ccc(c1)c2c34.O=[N+]([O-])c1cccnc1,-2.051521292,1.645637979
1_302,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,O=C1Nc2c(Br)cc(Br)cc2C1=O,c1cc2ccc3cccc4ccc(c1)c2c34.O=C1Nc2ccccc2C1=O,-1.74333342,1.520159174
1_303,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,N#CCc1cc(Br)cc(Br)c1,c1cc2ccc3cccc4ccc(c1)c2c34.N#CCc1ccccc1,-2.819398131,1.396163002
1_304,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,CS(C)(=O)=Nc1c(Br)cc(Br)cc1[N+](=O)[O-],c1cc2ccc3cccc4ccc(c1)c2c34.CS(C)(=O)=Nc1ccccc1[N+](=O)[O-],-2.223089016,1.348450253
1_305,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,N#Cc1cc(Br)ccc1Br,c1cc2ccc3cccc4ccc(c1)c2c34.N#Cc1ccccc1,-2.727843341,1.460409725
1_306,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Cc1nc(C)c(Br)cc1Br,c1cc2ccc3cccc4ccc(c1)c2c34.Cc1cccc(C)n1,-2.776019714,1.426802662
1_307,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,CC(=O)c1ccc(Br)cc1Br,c1cc2ccc3cccc4ccc(c1)c2c34.CC(=O)c1ccccc1,-2.678067922,1.470871865
1_308,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,NC(=O)c1ccc(Br)cc1Br,c1cc2ccc3cccc4ccc(c1)c2c34.NC(=O)c1ccccc1,-2.798626488,1.409309688
1_309,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,OCc1cc(Br)cc(Br)c1,c1cc2ccc3cccc4ccc(c1)c2c34.OCc1ccccc1,-2.840691991,1.374719158
1_310,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Clc1c(Br)cccc1Br,c1cc2ccc3cccc4ccc(c1)c2c34.Clc1ccccc1,-2.732264475,1.468433853
1_311,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Cc1c(Br)cc(S(=O)(=O)C(F)(F)F)cc1Br,c1cc2ccc3cccc4ccc(c1)c2c34.Cc1ccc(S(=O)(=O)C(F)(F)F)cc1,-2.678429435,1.49225996
1_312,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Oc1c(Br)cc(Cl)cc1Br,c1cc2ccc3cccc4ccc(c1)c2c34.Oc1ccc(Cl)cc1,-2.654871088,1.529135553
1_313,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,O=C(O)CCc1cc(Br)c(O)c(Br)c1,c1cc2ccc3cccc4ccc(c1)c2c34.O=C(O)CCc1ccc(O)cc1,-2.725343768,1.4662738
1_314,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,O=C1c2cc(Br)sc2-c2sc(Br)cc21,c1cc2ccc3cccc4ccc(c1)c2c34.O=C1c2ccsc2-c2sccc21,-1.663639899,1.064620091
1_315,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,N#Cc1cc(Br)cc(Br)c1,c1cc2ccc3cccc4ccc(c1)c2c34.N#Cc1ccccc1,-2.752210287,1.458674374
1_316,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,FC(F)(F)Oc1cc(Br)cc(Br)c1Cl,c1cc2ccc3cccc4ccc(c1)c2c34.FC(F)(F)Oc1ccccc1Cl,-2.579341067,1.587991114
1_317,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Brc1ccc2nc(Br)ccc2c1,c1cc2ccc3cccc4ccc(c1)c2c34.c1ccc2ncccc2c1,-2.673694331,1.362853591
1_318,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,COC(=O)c1cc(Br)c(C(=O)OC)cc1Br,c1cc2ccc3cccc4ccc(c1)c2c34.COC(=O)c1ccc(C(=O)OC)cc1,-2.445769645,1.643682862
1_319,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,OCc1cc(Br)ccc1Br,c1cc2ccc3cccc4ccc(c1)c2c34.OCc1ccccc1,-2.808654967,1.387376811
1_320,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Cc1cc(Br)nc(Br)c1,c1cc2ccc3cccc4ccc(c1)c2c34.Cc1ccncc1,-2.889104875,1.327091592
1_321,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,O=C(O)c1cc(Br)cnc1Br,c1cc2ccc3cccc4ccc(c1)c2c34.O=C(O)c1cccnc1,-2.602510329,1.542466121
1_322,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Brc1ccc(Br)c2nonc12,c1cc2ccc3cccc4ccc(c1)c2c34.c1ccc2nonc2c1,-1.939866352,1.466164535
1_323,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,CCOC(=O)c1ccc(Br)cc1Br,c1cc2ccc3cccc4ccc(c1)c2c34.CCOC(=O)c1ccccc1,-2.687975672,1.508093624
1_324,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,COc1cc(F)c(Br)cc1Br,c1cc2ccc3cccc4ccc(c1)c2c34.COc1cccc(F)c1,-2.789462232,1.417835387
1_325,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Cc1c(Br)cc(Br)c(O)c1[N+](=O)[O-],c1cc2ccc3cccc4ccc(c1)c2c34.Cc1cccc(O)c1[N+](=O)[O-],-1.918626434,1.566728487
1_326,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Brc1ncc(Br)n2ncnc12,c1cc2ccc3cccc4ccc(c1)c2c34.c1cn2ncnc2cn1,-2.296167509,1.462007089
1_327,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,O=[N+]([O-])c1cc(Br)cnc1Br,c1cc2ccc3cccc4ccc(c1)c2c34.O=[N+]([O-])c1cccnc1,-1.908013305,1.597770295
1_328,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,OCc1c(Br)cc(F)cc1Br,c1cc2ccc3cccc4ccc(c1)c2c34.OCc1ccc(F)cc1,-2.682587609,1.504062999
1_329,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Brc1cnc2c(ccc3cc(Br)cnc32)c1,c1cc2ccc3cccc4ccc(c1)c2c34.c1cnc2c(c1)ccc1cccnc12,-2.677774943,1.439895742
1_330,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Sc1cc(Br)ccc1Br,c1cc2ccc3cccc4ccc(c1)c2c34.Sc1ccccc1,-2.800188321,1.368642474
1_331,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Brc1ccc(Br)c2cnccc12,c1cc2ccc3cccc4ccc(c1)c2c34.c1ccc2cnccc2c1,-2.736636342,1.422519783
1_332,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Nc1ncc(Br)c(C(F)(F)F)c1Br,c1cc2ccc3cccc4ccc(c1)c2c34.Nc1cc(C(F)(F)F)ccn1,-2.786635713,1.383322976
1_333,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Brc1csc(Br)n1,c1cc2ccc3cccc4ccc(c1)c2c34.c1cscn1,-2.734144836,1.36133506
1_334,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,COc1cc(OC)c(Br)cc1Br,c1cc2ccc3cccc4ccc(c1)c2c34.COc1cccc(OC)c1,-2.833382374,1.313920122
1_335,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,Clc1cnc(Br)cc1Br,c1cc2ccc3cccc4ccc(c1)c2c34.Clc1cccnc1,-2.681861583,1.494665512
1_336,OB(O)c1cc2ccc3cc(B(O)O)cc4ccc(c1)c2c34,CCCOc1c(Br)cc(Br)cc1C=O,c1cc2ccc3cccc4ccc(c1)c2c34.CCCOc1ccccc1C=O,-2.575968863,1.496951293
